                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    116,                0.62941,                0.59792,                 1.0132,                0.92042,                 0.8776,                 0.9463,                0.76608,                0.88807,                0.55093,                 1.0489,               0.007723,               0.007723,               0.007723
                    117,                0.62735,                0.57384,                 1.0095,                0.91279,                 0.8611,                0.93738,                0.75552,                0.88638,                0.60028,                 1.0421,              0.0077032,              0.0077032,              0.0077032
                    118,                0.61508,                0.55701,                 1.0038,                0.79788,                0.86946,                0.92418,                0.76687,                0.82721,                0.63669,                 1.0184,              0.0076834,              0.0076834,              0.0076834
                    119,                0.61138,                 0.5629,                 1.0018,                0.87638,                0.84053,                 0.9265,                0.74054,                0.90361,                0.64884,                 1.0796,              0.0076636,              0.0076636,              0.0076636
                    120,                0.61045,                0.55669,                0.99977,                0.86827,                 0.8894,                0.92698,                0.76766,                0.79175,                0.57188,                 1.0015,              0.0076438,              0.0076438,              0.0076438
                    121,                0.61322,                0.56466,                0.99817,                0.89016,                0.86256,                0.92403,                0.74822,                0.84847,                0.56864,                 1.0184,               0.007624,               0.007624,               0.007624
                    122,                0.60415,                0.57158,                 1.0041,                0.89453,                0.86297,                0.90512,                0.73907,                0.87513,                0.64435,                 1.0372,              0.0076042,              0.0076042,              0.0076042
                    123,                0.59318,                0.53294,                 0.9971,                0.90345,                0.87167,                0.91803,                0.74876,                0.85963,                0.63048,                 1.0307,              0.0075844,              0.0075844,              0.0075844
                    124,                0.60703,                0.56211,                 1.0079,                0.90672,                0.86765,                 0.9175,                0.74035,                0.87444,                0.62078,                 1.0374,              0.0075646,              0.0075646,              0.0075646
                    125,                0.60904,                 0.5447,                 1.0025,                0.84327,                 0.8898,                0.91501,                0.74334,                0.85329,                0.64964,                 1.0356,              0.0075448,              0.0075448,              0.0075448
                    126,                0.60362,                0.53554,                0.99394,                0.88946,                0.88648,                0.92562,                0.74678,                0.88206,                0.57122,                 1.0354,               0.007525,               0.007525,               0.007525
                    127,                0.60486,                  0.541,                 1.0003,                0.92808,                0.88363,                0.95139,                0.76836,                0.84754,                0.50745,                 1.0205,              0.0075052,              0.0075052,              0.0075052
